cik,company_name,form_type,date_filed,file_path,year,quarter
0000899394,"HARBOR DIVERSIFIED, INC.",10-K,2021-04-01,edgar/data/899394/0001193125-21-103375.txt,2021,QTR2
0000908259,"Oncotelic Therapeutics, Inc.",10-K,2021-04-15,edgar/data/908259/0001493152-21-008920.txt,2021,QTR2
0000908311,CIM Commercial Trust Corp,10-K/A,2021-04-30,edgar/data/908311/0000908311-21-000029.txt,2021,QTR2
0000913277,Clarus Corp,10-K/A,2021-04-05,edgar/data/913277/0001104659-21-046342.txt,2021,QTR2
0000913778,BF Garden Tax Credit Fund IV L.P.,10-K,2021-06-28,edgar/data/913778/0001104659-21-086265.txt,2021,QTR2
0000091668,SOLITRON DEVICES INC,10-K,2021-06-21,edgar/data/91668/0001654954-21-007088.txt,2021,QTR2
0000918545,BALTIC INTERNATIONAL USA INC,10-K,2021-04-15,edgar/data/918545/0000918545-21-000002.txt,2021,QTR2
0000920465,LA JOLLA PHARMACEUTICAL CO,10-K/A,2021-04-30,edgar/data/920465/0001564590-21-022601.txt,2021,QTR2
0000922521,FALCONSTOR SOFTWARE INC,10-K/A,2021-04-23,edgar/data/922521/0000921895-21-001128.txt,2021,QTR2
0000922864,APARTMENT INVESTMENT & MANAGEMENT CO,10-K/A,2021-04-30,edgar/data/922864/0001564590-21-022517.txt,2021,QTR2
0000924515,GUIDED THERAPEUTICS INC,10-K,2021-04-07,edgar/data/924515/0001654954-21-003915.txt,2021,QTR2
0000925661,"SECTOR 10, Inc.",10-K,2021-04-28,edgar/data/925661/0001096906-21-000869.txt,2021,QTR2
0000926617,Aspira Women's Health Inc.,10-K/A,2021-04-30,edgar/data/926617/0000926617-21-000039.txt,2021,QTR2
0000926660,AIMCO PROPERTIES L.P.,10-K/A,2021-04-20,edgar/data/926660/0001564590-21-019485.txt,2021,QTR2
0000928658,"COVENANT LOGISTICS GROUP, INC.",10-K/A,2021-04-06,edgar/data/928658/0001437749-21-008404.txt,2021,QTR2
0000929545,"CONDOR HOSPITALITY TRUST, INC.",10-K/A,2021-04-29,edgar/data/929545/0000929545-21-000015.txt,2021,QTR2
0000931059,"Rennova Health, Inc.",10-K,2021-04-15,edgar/data/931059/0001493152-21-008884.txt,2021,QTR2
0000933972,"POWERVERDE, INC.",10-K/A,2021-04-13,edgar/data/933972/0001575705-21-000193.txt,2021,QTR2
0000941685,IMAGEWARE SYSTEMS INC,10-K,2021-04-05,edgar/data/941685/0001654954-21-003840.txt,2021,QTR2
0000943535,"WORLD HEALTH ENERGY HOLDINGS, INC.",10-K,2021-04-15,edgar/data/943535/0001493152-21-008940.txt,2021,QTR2
0000944792,UNITED BANCSHARES INC /PA,10-K,2021-05-24,edgar/data/944792/0001096906-21-001248.txt,2021,QTR2
0000946454,"BALLANTYNE STRONG, INC.",10-K/A,2021-04-28,edgar/data/946454/0001493152-21-009960.txt,2021,QTR2
0000949039,"DIAMOND OFFSHORE DRILLING, INC.",10-K/A,2021-04-30,edgar/data/949039/0001193125-21-143645.txt,2021,QTR2
0000099106,TRANS LUX Corp,10-K,2021-04-15,edgar/data/99106/0001513162-21-000058.txt,2021,QTR2
0001006830,CONSUMERS BANCORP INC /OH/,10-K,2021-09-16,edgar/data/1006830/0001437749-21-022257.txt,2021,QTR3
0001008654,TUPPERWARE BRANDS CORP,10-K/A,2021-08-05,edgar/data/1008654/0001008654-21-000070.txt,2021,QTR3
0001011060,EKIMAS Corp,10-K/A,2021-07-20,edgar/data/1011060/0001493152-21-017312.txt,2021,QTR3
0001011060,EKIMAS Corp,10-K/A,2021-09-22,edgar/data/1011060/0001493152-21-023352.txt,2021,QTR3
0001011060,EKIMAS Corp,10-K,2021-07-16,edgar/data/1011060/0001493152-21-017036.txt,2021,QTR3
0001011060,EKIMAS Corp,10-K,2021-09-22,edgar/data/1011060/0001493152-21-023342.txt,2021,QTR3
0001015155,CHARLES & COLVARD LTD,10-K,2021-09-03,edgar/data/1015155/0001140361-21-030270.txt,2021,QTR3
0001016504,INTEGRATED BIOPHARMA INC,10-K,2021-09-02,edgar/data/1016504/0001437749-21-021375.txt,2021,QTR3
0001021096,"Troika Media Group, Inc.",10-K,2021-09-29,edgar/data/1021096/0001477932-21-006888.txt,2021,QTR3
0000102109,UNIVERSAL SECURITY INSTRUMENTS INC,10-K/A,2021-07-22,edgar/data/102109/0001104659-21-094819.txt,2021,QTR3
0000102109,UNIVERSAL SECURITY INSTRUMENTS INC,10-K,2021-07-08,edgar/data/102109/0001104659-21-090272.txt,2021,QTR3
0001024305,COTY INC.,10-K/A,2021-09-24,edgar/data/1024305/0001024305-21-000074.txt,2021,QTR3
0001039280,NETSOL TECHNOLOGIES INC,10-K,2021-09-28,edgar/data/1039280/0001493152-21-023957.txt,2021,QTR3
0001048911,FEDEX CORP,10-K,2021-07-19,edgar/data/1048911/0001564590-21-037031.txt,2021,QTR3
0001054102,"INTERPACE BIOSCIENCES, INC.",10-K/A,2021-08-20,edgar/data/1054102/0001493152-21-020857.txt,2021,QTR3
0001054102,"INTERPACE BIOSCIENCES, INC.",10-K/A,2021-08-20,edgar/data/1054102/0001493152-21-020865.txt,2021,QTR3
0001070524,GREENE COUNTY BANCORP INC,10-K,2021-09-13,edgar/data/1070524/0001140361-21-031052.txt,2021,QTR3
0001082027,NORTHSTAR ELECTRONICS INC,10-K,2021-09-22,edgar/data/1082027/0001393905-21-000420.txt,2021,QTR3
0001083743,"Flux Power Holdings, Inc.",10-K,2021-09-27,edgar/data/1083743/0001493152-21-023867.txt,2021,QTR3
0001088005,NextMart Inc.,10-K,2021-09-28,edgar/data/1088005/0001683168-21-004532.txt,2021,QTR3
0001088005,NextMart Inc.,10-K,2021-09-28,edgar/data/1088005/0001683168-21-004534.txt,2021,QTR3
0001094032,QDM International Inc.,10-K,2021-07-12,edgar/data/1094032/0001731122-21-001155.txt,2021,QTR3
0001104855,"Support.com, Inc.",10-K/A,2021-07-16,edgar/data/1104855/0001654954-21-008012.txt,2021,QTR3
0001104855,"Support.com, Inc.",10-K/A,2021-08-05,edgar/data/1104855/0001654954-21-008562.txt,2021,QTR3
0001114925,LANTRONIX INC,10-K,2021-08-27,edgar/data/1114925/0001683168-21-003966.txt,2021,QTR3
0001121795,GHST World Inc.,10-K,2021-09-28,edgar/data/1121795/0001553350-21-000852.txt,2021,QTR3
0001125699,DAIS Corp,10-K/A,2021-09-29,edgar/data/1125699/0001477932-21-006878.txt,2021,QTR3
0001125699,DAIS Corp,10-K,2021-09-17,edgar/data/1125699/0001477932-21-006448.txt,2021,QTR3
0001134982,PREVENTION INSURANCE COM INC,10-K,2021-09-22,edgar/data/1134982/0001477932-21-006527.txt,2021,QTR3
0001138608,"BLOOMIOS, INC.",10-K/A,2021-07-14,edgar/data/1138608/0001477932-21-004612.txt,2021,QTR3
0001142790,"TAURIGA SCIENCES, INC.",10-K/A,2021-08-16,edgar/data/1142790/0001493152-21-019862.txt,2021,QTR3
0001164888,"Kyto Technology & Life Science, Inc.",10-K/A,2021-08-12,edgar/data/1164888/0001078782-21-000720.txt,2021,QTR3
0001165320,GB SCIENCES INC,10-K,2021-07-06,edgar/data/1165320/0001437749-21-016461.txt,2021,QTR3
0001175680,CytoDyn Inc.,10-K/A,2021-09-28,edgar/data/1175680/0001193125-21-285634.txt,2021,QTR3
0001182737,DAKOTA TERRITORY RESOURCE CORP,10-K/A,2021-07-20,edgar/data/1182737/0001062993-21-006627.txt,2021,QTR3
0001190370,INNOVATIVE DESIGNS INC,10-K,2021-08-04,edgar/data/1190370/0001731122-21-001288.txt,2021,QTR3
0001198415,"Altegris Winton Futures Fund, L.P.",10-K/A,2021-09-10,edgar/data/1198415/0001683168-21-004227.txt,2021,QTR3
0001213809,DYADIC INTERNATIONAL INC,10-K/A,2021-07-27,edgar/data/1213809/0001437749-21-017634.txt,2021,QTR3
0001261379,Frontier Funds,10-K/A,2021-07-08,edgar/data/1261379/0001213900-21-036142.txt,2021,QTR3
0001286459,ALL FOR ONE MEDIA CORP.,10-K,2021-08-20,edgar/data/1286459/0001477932-21-005810.txt,2021,QTR3
0001295961,QUANTUM ENERGY INC.,10-K/A,2021-07-26,edgar/data/1295961/0001437749-21-017542.txt,2021,QTR3
0001300734,"SHINECO, INC.",10-K,2021-09-30,edgar/data/1300734/0001493152-21-024205.txt,2021,QTR3
0001304730,HQDA ELDERLY LIFE NETWORK CORP.,10-K,2021-09-29,edgar/data/1304730/0001493152-21-024091.txt,2021,QTR3
0001309057,"China Health Industries Holdings, Inc.",10-K,2021-09-20,edgar/data/1309057/0001213900-21-048756.txt,2021,QTR3
0001316835,"Builders FirstSource, Inc.",10-K/A,2021-07-21,edgar/data/1316835/0001193125-21-220208.txt,2021,QTR3
0001329842,Federal Home Loan Bank of New York,10-K/A,2021-07-28,edgar/data/1329842/0001104659-21-096727.txt,2021,QTR3
0001331465,Federal Home Loan Bank of Atlanta,10-K/A,2021-07-09,edgar/data/1331465/0001331465-21-000129.txt,2021,QTR3
0001342219,"Kreido Biofuels, Inc.",10-K,2021-09-28,edgar/data/1342219/0001096906-21-002338.txt,2021,QTR3
0001342219,"Kreido Biofuels, Inc.",10-K,2021-09-28,edgar/data/1342219/0001096906-21-002376.txt,2021,QTR3
0001346526,"ESP Resources, Inc.",10-K,2021-07-29,edgar/data/1346526/0001829126-21-007056.txt,2021,QTR3
0001355250,Innovation Pharmaceuticals Inc.,10-K,2021-09-27,edgar/data/1355250/0001477932-21-006717.txt,2021,QTR3
0001368761,"Start Scientific, Inc.",10-K,2021-07-08,edgar/data/1368761/0001376474-21-000198.txt,2021,QTR3
0001378140,"Ocean Power Technologies, Inc.",10-K/A,2021-08-27,edgar/data/1378140/0001493152-21-021448.txt,2021,QTR3
0001385329,"Creative Waste Solutions, Inc.",10-K,2021-07-12,edgar/data/1385329/0001477932-21-004545.txt,2021,QTR3
0001389122,Frontier Balanced Fund,10-K/A,2021-07-08,edgar/data/1389122/0001213900-21-036142.txt,2021,QTR3
0001389123,Frontier Heritage Fund,10-K/A,2021-07-08,edgar/data/1389123/0001213900-21-036142.txt,2021,QTR3
0001389124,Frontier Global Fund,10-K/A,2021-07-08,edgar/data/1389124/0001213900-21-036142.txt,2021,QTR3
0001389125,Frontier Select Fund,10-K/A,2021-07-08,edgar/data/1389125/0001213900-21-036142.txt,2021,QTR3
0001389128,Frontier Long/Short Commodity Fund,10-K/A,2021-07-08,edgar/data/1389128/0001213900-21-036142.txt,2021,QTR3
0001401835,Star Gold Corp.,10-K,2021-08-04,edgar/data/1401835/0001199835-21-000463.txt,2021,QTR3
0001406588,"Mining Global, Inc.",10-K,2021-09-27,edgar/data/1406588/0001683168-21-004499.txt,2021,QTR3
0001406588,"Mining Global, Inc.",10-K,2021-09-27,edgar/data/1406588/0001683168-21-004501.txt,2021,QTR3
0001406588,"Mining Global, Inc.",10-K,2021-09-27,edgar/data/1406588/0001683168-21-004505.txt,2021,QTR3
0001406588,"Mining Global, Inc.",10-K,2021-09-27,edgar/data/1406588/0001683168-21-004507.txt,2021,QTR3
0001406588,"Mining Global, Inc.",10-K,2021-09-27,edgar/data/1406588/0001683168-21-004514.txt,2021,QTR3
0001409175,"WECONNECT Tech International, Inc.",10-K/A,2021-08-25,edgar/data/1409175/0001683168-21-003894.txt,2021,QTR3
0001411342,Ellington Financial Inc.,10-K/A,2021-07-01,edgar/data/1411342/0001411342-21-000069.txt,2021,QTR3
0001414767,Netcapital Inc.,10-K,2021-08-31,edgar/data/1414767/0001721868-21-000563.txt,2021,QTR3
0001416697,"Blue Line Protection Group, Inc.",10-K/A,2021-08-13,edgar/data/1416697/0001004878-21-000059.txt,2021,QTR3
0001422768,Almost Never Films Inc.,10-K,2021-09-01,edgar/data/1422768/0001640334-21-002083.txt,2021,QTR3
0001422768,Almost Never Films Inc.,10-K,2021-09-29,edgar/data/1422768/0001640334-21-002460.txt,2021,QTR3
0001433642,Hamilton Lane INC,10-K/A,2021-07-15,edgar/data/1433642/0001433642-21-000089.txt,2021,QTR3
0001434389,"UNIVERSAL SOLAR TECHNOLOGY, INC.",10-K,2021-07-29,edgar/data/1434389/0001434389-21-000015.txt,2021,QTR3
0001437476,Green Stream Holdings Inc.,10-K/A,2021-09-07,edgar/data/1437476/0001683168-21-004126.txt,2021,QTR3
0001437476,Green Stream Holdings Inc.,10-K,2021-09-07,edgar/data/1437476/0001683168-21-004121.txt,2021,QTR3
0001437750,Trex Acquisition Corp.,10-K,2021-09-02,edgar/data/1437750/0001477932-21-006095.txt,2021,QTR3
0001440799,MMEX Resources Corp,10-K,2021-07-29,edgar/data/1440799/0001477932-21-005007.txt,2021,QTR3
0001450720,Frontier Diversified Fund,10-K/A,2021-07-08,edgar/data/1450720/0001213900-21-036142.txt,2021,QTR3
0001450722,Frontier Masters Fund,10-K/A,2021-07-08,edgar/data/1450722/0001213900-21-036142.txt,2021,QTR3
0001473287,SMSA CRANE ACQUISITION CORP.,10-K,2021-09-10,edgar/data/1473287/0001553350-21-000797.txt,2021,QTR3
0001487718,"BOXSCORE BRANDS, INC.",10-K,2021-09-27,edgar/data/1487718/0001213900-21-050052.txt,2021,QTR3
0001492298,"Sabra Health Care REIT, Inc.",10-K/A,2021-08-06,edgar/data/1492298/0001492298-21-000042.txt,2021,QTR3
0001497253,"ORGANOVO HOLDINGS, INC.",10-K/A,2021-07-29,edgar/data/1497253/0001564590-21-039208.txt,2021,QTR3
0001500122,"Noble Vici Group, Inc.",10-K,2021-07-13,edgar/data/1500122/0001683168-21-002931.txt,2021,QTR3
0001509261,"Rezolute, Inc.",10-K/A,2021-09-27,edgar/data/1509261/0001104659-21-119414.txt,2021,QTR3
0001520118,"INTEGRATED VENTURES, INC.",10-K,2021-09-24,edgar/data/1520118/0001477932-21-006641.txt,2021,QTR3
0001525306,First America Resources Corp,10-K,2021-09-24,edgar/data/1525306/0001477932-21-006616.txt,2021,QTR3
0001527728,Enochian Biosciences Inc,10-K,2021-09-24,edgar/data/1527728/0001731122-21-001565.txt,2021,QTR3
0001528308,"IONIX TECHNOLOGY, INC.",10-K/A,2021-09-29,edgar/data/1528308/0001214659-21-009904.txt,2021,QTR3
0001528308,"IONIX TECHNOLOGY, INC.",10-K,2021-09-29,edgar/data/1528308/0001214659-21-009869.txt,2021,QTR3
0001530425,"Artisan Consumer Goods, Inc.",10-K,2021-09-29,edgar/data/1530425/0001477932-21-006871.txt,2021,QTR3
0001550913,"MacKenzie Realty Capital, Inc.",10-K,2021-09-28,edgar/data/1550913/0001140361-21-032741.txt,2021,QTR3
0001552358,"CGS INTERNATIONAL, INC.",10-K/A,2021-08-18,edgar/data/1552358/0001078782-21-000722.txt,2021,QTR3
0001552358,"CGS INTERNATIONAL, INC.",10-K/A,2021-08-18,edgar/data/1552358/0001078782-21-000724.txt,2021,QTR3
0001552358,"CGS INTERNATIONAL, INC.",10-K,2021-08-03,edgar/data/1552358/0001078782-21-000707.txt,2021,QTR3
0001552358,"CGS INTERNATIONAL, INC.",10-K,2021-08-04,edgar/data/1552358/0001078782-21-000713.txt,2021,QTR3
0001558740,ZYROX MINING INTERNATIONAL INC,10-K,2021-09-10,edgar/data/1558740/0001213900-21-047343.txt,2021,QTR3
0001570937,ALTAIR INTERNATIONAL CORP.,10-K/A,2021-07-19,edgar/data/1570937/0001554795-21-000249.txt,2021,QTR3
0001570937,ALTAIR INTERNATIONAL CORP.,10-K/A,2021-08-23,edgar/data/1570937/0001554795-21-000312.txt,2021,QTR3
0001570937,ALTAIR INTERNATIONAL CORP.,10-K,2021-07-15,edgar/data/1570937/0001554795-21-000245.txt,2021,QTR3
0001577916,"Premier, Inc.",10-K,2021-08-17,edgar/data/1577916/0001577916-21-000009.txt,2021,QTR3
0001578348,"Investcorp Credit Management BDC, Inc.",10-K,2021-09-14,edgar/data/1578348/0001193125-21-271907.txt,2021,QTR3
0001580149,BIOVIE INC.,10-K,2021-08-30,edgar/data/1580149/0001520138-21-000509.txt,2021,QTR3
0001580262,"Right On Brands, Inc.",10-K,2021-08-04,edgar/data/1580262/0001477932-21-005151.txt,2021,QTR3
0001591588,"A-Mark Precious Metals, Inc.",10-K/A,2021-09-15,edgar/data/1591588/0001564590-21-047959.txt,2021,QTR3
0001593773,KANGE CORP,10-K,2021-07-28,edgar/data/1593773/0001477932-21-004952.txt,2021,QTR3
0001593773,KANGE CORP,10-K,2021-09-15,edgar/data/1593773/0001477932-21-006333.txt,2021,QTR3
0001609258,PetroGas Co,10-K,2021-07-02,edgar/data/1609258/0001640334-21-001482.txt,2021,QTR3
0001612851,"Palayan Resources, Inc.",10-K,2021-07-12,edgar/data/1612851/0001387131-21-007272.txt,2021,QTR3
0001614466,Kibush Capital Corp,10-K,2021-08-31,edgar/data/1614466/0001493152-21-021615.txt,2021,QTR3
0001622057,Nascent Biotech Inc.,10-K,2021-07-08,edgar/data/1622057/0001477932-21-004504.txt,2021,QTR3
0001624985,Tribal Rides International Corp.,10-K,2021-09-27,edgar/data/1624985/0001683168-21-004509.txt,2021,QTR3
0001625285,Arma Services Inc,10-K/A,2021-09-21,edgar/data/1625285/0001625285-21-000018.txt,2021,QTR3
0001625285,Arma Services Inc,10-K/A,2021-09-21,edgar/data/1625285/0001625285-21-000019.txt,2021,QTR3
0001625285,Arma Services Inc,10-K/A,2021-09-23,edgar/data/1625285/0001625285-21-000022.txt,2021,QTR3
0001625285,Arma Services Inc,10-K/A,2021-09-23,edgar/data/1625285/0001625285-21-000024.txt,2021,QTR3
0001628228,"OPTILEAF, INC.",10-K,2021-07-01,edgar/data/1628228/0001213900-21-035335.txt,2021,QTR3
0001630176,HEALTHY EXTRACTS INC.,10-K/A,2021-08-03,edgar/data/1630176/0001520138-21-000388.txt,2021,QTR3
0001631282,DATASEA INC.,10-K,2021-09-28,edgar/data/1631282/0001213900-21-050298.txt,2021,QTR3
0001639068,Hubilu Venture Corp,10-K,2021-08-09,edgar/data/1639068/0001493152-21-018970.txt,2021,QTR3
0001640428,"EverQuote, Inc.",10-K/A,2021-08-09,edgar/data/1640428/0001193125-21-240620.txt,2021,QTR3
0001641631,"Beyond Air, Inc.",10-K/A,2021-07-23,edgar/data/1641631/0001493152-21-017672.txt,2021,QTR3
0001642365,Balincan International Inc.,10-K,2021-09-24,edgar/data/1642365/0001829126-21-010476.txt,2021,QTR3
0001650739,"Ajia Innogroup Holdings, Ltd.",10-K,2021-09-28,edgar/data/1650739/0001477932-21-006785.txt,2021,QTR3
0001659559,Jialijia Group Corp Ltd,10-K,2021-09-16,edgar/data/1659559/0001213900-21-048359.txt,2021,QTR3
0001666178,Lazuriton Nano Biotechnology (U.S.A.) Inc.,10-K,2021-07-22,edgar/data/1666178/0001640334-21-001627.txt,2021,QTR3
0001668082,BYLOG GROUP CORP.,10-K,2021-07-12,edgar/data/1668082/0001493152-21-016628.txt,2021,QTR3
0001673504,Shengshi Elevator International Holding Group Inc.,10-K,2021-08-24,edgar/data/1673504/0001829126-21-008579.txt,2021,QTR3
0001680132,CANNABIS SUISSE CORP.,10-K,2021-09-07,edgar/data/1680132/0001680132-21-000022.txt,2021,QTR3
0001680689,Boxxy Inc.,10-K,2021-07-29,edgar/data/1680689/0001640334-21-001714.txt,2021,QTR3
0001684506,Folkup Development Inc.,10-K/A,2021-09-23,edgar/data/1684506/0001477932-21-006576.txt,2021,QTR3
0001696195,KINETIC GROUP INC.,10-K,2021-09-27,edgar/data/1696195/0001493152-21-023809.txt,2021,QTR3
0001698832,"WALL STREET ACQUISITIONS, Corp",10-K,2021-07-16,edgar/data/1698832/0001731122-21-001173.txt,2021,QTR3
0001699126,Ciclet Holdings Inc.,10-K,2021-09-07,edgar/data/1699126/0001640334-21-002101.txt,2021,QTR3
0001699709,YIJIA GROUP CORP.,10-K,2021-07-01,edgar/data/1699709/0001683168-21-002805.txt,2021,QTR3
0001703625,"Treasure & Shipwreck Recovery, Inc.",10-K,2021-08-13,edgar/data/1703625/0001199835-21-000496.txt,2021,QTR3
0001718500,Reviv3 Procare Co,10-K,2021-08-30,edgar/data/1718500/0001520138-21-000506.txt,2021,QTR3
0001720286,INTERNET SCIENCES INC.,10-K,2021-08-13,edgar/data/1720286/0001477932-21-005439.txt,2021,QTR3
0001720580,"Adicet Bio, Inc.",10-K/A,2021-08-16,edgar/data/1720580/0001564590-21-044668.txt,2021,QTR3
0001723517,UC Asset LP,10-K/A,2021-08-10,edgar/data/1723517/0001213900-21-041127.txt,2021,QTR3
0001725430,GBS Inc.,10-K/A,2021-09-30,edgar/data/1725430/0001493152-21-024172.txt,2021,QTR3
0001725872,"BM Technologies, Inc.",10-K/A,2021-07-14,edgar/data/1725872/0001213900-21-036735.txt,2021,QTR3
0001726711,"Aditx Therapeutics, Inc.",10-K/A,2021-07-02,edgar/data/1726711/0001213900-21-035545.txt,2021,QTR3
0001729637,COCOLUV INC.,10-K,2021-08-30,edgar/data/1729637/0001477932-21-006022.txt,2021,QTR3
0001737193,Luduson G Inc.,10-K/A,2021-08-10,edgar/data/1737193/0001683168-21-003378.txt,2021,QTR3
0001740797,TREND INNOVATIONS HOLDING INC.,10-K/A,2021-08-18,edgar/data/1740797/0001740797-21-000020.txt,2021,QTR3
0001740797,TREND INNOVATIONS HOLDING INC.,10-K,2021-07-13,edgar/data/1740797/0001740797-21-000014.txt,2021,QTR3
0001741257,"BANGFU TECHNOLOGY GROUP CO., LTD.",10-K,2021-09-28,edgar/data/1741257/0001731122-21-001587.txt,2021,QTR3
0001746563,"PotNetwork Holdings, Inc.",10-K,2021-09-28,edgar/data/1746563/0001477932-21-006778.txt,2021,QTR3
0001750777,"Hawkeye Systems, Inc.",10-K/A,2021-07-01,edgar/data/1750777/0001477932-21-004400.txt,2021,QTR3
0001751700,"TEB Bancorp, Inc.",10-K,2021-09-23,edgar/data/1751700/0001558370-21-012692.txt,2021,QTR3
0001753931,"Shengda Network Technology, Inc.",10-K,2021-09-28,edgar/data/1753931/0001493152-21-024032.txt,2021,QTR3
0001755237,"Cyclerion Therapeutics, Inc.",10-K/A,2021-08-27,edgar/data/1755237/0001140361-21-029579.txt,2021,QTR3
0001756497,Change Healthcare Inc.,10-K/A,2021-07-29,edgar/data/1756497/0001193125-21-229164.txt,2021,QTR3
0001757715,"Aterian, Inc.",10-K/A,2021-09-24,edgar/data/1757715/0001564590-21-048859.txt,2021,QTR3
0001759186,Bull Horn Holdings Corp.,10-K/A,2021-07-28,edgar/data/1759186/0001213900-21-039082.txt,2021,QTR3
0001760173,"SURGALIGN HOLDINGS, INC.",10-K/A,2021-09-24,edgar/data/1760173/0001628280-21-019147.txt,2021,QTR3
0001767258,"XPEL, Inc.",10-K/A,2021-08-03,edgar/data/1767258/0001767258-21-000061.txt,2021,QTR3
0001770236,MOVING iMAGE TECHNOLOGIES INC.,10-K,2021-09-29,edgar/data/1770236/0001104659-21-120762.txt,2021,QTR3
0001771515,Grocery Outlet Holding Corp.,10-K/A,2021-09-03,edgar/data/1771515/0001771515-21-000070.txt,2021,QTR3
0001773086,Yunhong International,10-K/A,2021-07-23,edgar/data/1773086/0001104659-21-095498.txt,2021,QTR3
0001775194,"GROVE, INC.",10-K,2021-09-28,edgar/data/1775194/0001477932-21-006796.txt,2021,QTR3
0001776932,"MedMen Enterprises, Inc.",10-K,2021-09-24,edgar/data/1776932/0001829126-21-010556.txt,2021,QTR3
0001785041,CHP Merger Corp.,10-K/A,2021-07-22,edgar/data/1785041/0001140361-21-025219.txt,2021,QTR3
0001786108,Trinity Capital Inc.,10-K/A,2021-07-23,edgar/data/1786108/0001104659-21-095466.txt,2021,QTR3
0001788028,Amplitude Healthcare Acquisition Corp,10-K/A,2021-07-19,edgar/data/1788028/0001213900-21-037315.txt,2021,QTR3
0001789330,"MJ Harvest, Inc.",10-K,2021-09-13,edgar/data/1789330/0001721868-21-000609.txt,2021,QTR3
0001792941,"Allure Worldwide, Inc.",10-K,2021-08-02,edgar/data/1792941/0001477932-21-005082.txt,2021,QTR3
0001795139,Green Thumb Industries Inc.,10-K/A,2021-07-14,edgar/data/1795139/0001193125-21-215355.txt,2021,QTR3
0001796297,Bymax Corp.,10-K,2021-08-16,edgar/data/1796297/0001796297-21-000012.txt,2021,QTR3
0001805087,CAPSTAR SPECIAL PURPOSE ACQUISITION CORP.,10-K/A,2021-07-08,edgar/data/1805087/0001104659-21-090259.txt,2021,QTR3
0001814287,East Resources Acquisition Co,10-K/A,2021-07-16,edgar/data/1814287/0001564590-21-036917.txt,2021,QTR3
0001814728,E.Merge Technology Acquisition Corp.,10-K/A,2021-07-02,edgar/data/1814728/0001213900-21-035625.txt,2021,QTR3
0001815632,"Tego Cyber, Inc.",10-K,2021-09-28,edgar/data/1815632/0001654954-21-010487.txt,2021,QTR3
0001815974,"Anebulo Pharmaceuticals, Inc.",10-K,2021-09-22,edgar/data/1815974/0001493152-21-023373.txt,2021,QTR3
0001816554,EVENTIKO INC.,10-K,2021-07-01,edgar/data/1816554/0001683168-21-002793.txt,2021,QTR3
0001817944,Blue Water Acquisition Corp.,10-K/A,2021-08-16,edgar/data/1817944/0001213900-21-042592.txt,2021,QTR3
0001819113,Lifesci Acquisition II Corp.,10-K,2021-08-27,edgar/data/1819113/0001104659-21-110580.txt,2021,QTR3
0001822792,Goldenbridge Acquisition Ltd,10-K,2021-09-01,edgar/data/1822792/0001213900-21-046135.txt,2021,QTR3
0001822835,Pine Island Acquisition Corp.,10-K/A,2021-07-01,edgar/data/1822835/0001104659-21-087773.txt,2021,QTR3
0001822873,Lefteris Acquisition Corp.,10-K/A,2021-07-06,edgar/data/1822873/0001140361-21-023502.txt,2021,QTR3
0001822929,Eucrates Biomedical Acquisition Corp.,10-K/A,2021-07-15,edgar/data/1822929/0001104659-21-092689.txt,2021,QTR3
0001823857,Viveon Health Acquisition Corp.,10-K/A,2021-07-02,edgar/data/1823857/0001213900-21-035572.txt,2021,QTR3
0001825254,AMERICAS TECHNOLOGY ACQUISITION CORP.,10-K/A,2021-07-01,edgar/data/1825254/0001104659-21-088266.txt,2021,QTR3
0001825254,AMERICAS TECHNOLOGY ACQUISITION CORP.,10-K/A,2021-07-08,edgar/data/1825254/0001104659-21-090311.txt,2021,QTR3
0001829042,HumanCo Acquisition Corp.,10-K/A,2021-07-08,edgar/data/1829042/0001140361-21-023643.txt,2021,QTR3
0001829889,INSU ACQUISITION CORP III,10-K/A,2021-07-23,edgar/data/1829889/0001213900-21-038356.txt,2021,QTR3
0001830072,iPower Inc.,10-K,2021-09-28,edgar/data/1830072/0001683168-21-004546.txt,2021,QTR3
0000275053,NATURES SUNSHINE PRODUCTS INC,10-K/A,2021-07-09,edgar/data/275053/0000275053-21-000011.txt,2021,QTR3
0000032567,EMERGE HEALTH INTERNATIONAL INC,10-K,2021-09-30,edgar/data/32567/0001477932-21-006917.txt,2021,QTR3
0000032621,EMERSON RADIO CORP,10-K/A,2021-07-29,edgar/data/32621/0001193125-21-228104.txt,2021,QTR3
0000033533,ESPEY MFG & ELECTRONICS CORP,10-K,2021-09-24,edgar/data/33533/0001174947-21-000861.txt,2021,QTR3
0000352991,ADVANCED OXYGEN TECHNOLOGIES INC,10-K,2021-09-24,edgar/data/352991/0001731122-21-001546.txt,2021,QTR3
0000050471,PARK CITY GROUP INC,10-K,2021-09-28,edgar/data/50471/0001654954-21-010502.txt,2021,QTR3
0000051011,INTERDYNE CO,10-K,2021-09-03,edgar/data/51011/0001607062-21-000316.txt,2021,QTR3
0000055234,KENILWORTH SYSTEMS CORP,10-K,2021-08-11,edgar/data/55234/0001477932-21-005339.txt,2021,QTR3
0000062362,MARINE PETROLEUM TRUST,10-K,2021-09-24,edgar/data/62362/0001193125-21-282134.txt,2021,QTR3
